customer_id,surname,gender,age,Geography,credit_score,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
15691874,Kazakova,Female,34,France,687,9,125474.44,1,1,0,198929.84,0
15686974,Sergeyeva,Female,48,France,751,4,0.0,1,0,1,30165.06,1
15598070,Marchesi,Female,33,France,564,4,135946.26,1,1,0,63170.0,0
15792064,Pai,Male,53,Germany,545,5,114421.55,1,1,0,180598.28,1
15590623,Kovalyov,Male,34,Spain,561,4,85141.79,2,1,1,29217.37,0
15753174,Thompson,Male,37,Germany,571,9,139592.98,3,1,0,104152.65,1
15787619,Hsieh,Male,18,France,844,2,160980.03,1,0,0,145936.28,0
15665802,Li Fonti,Female,36,Spain,642,6,0.0,2,1,1,97938.59,0
15686436,Newbery,Male,32,Spain,523,4,0.0,2,1,0,167848.02,0
15636590,Pisano,Male,46,France,575,1,0.0,2,1,1,65998.26,0
15736299,Bell,Female,36,France,729,8,109106.8,1,0,0,121311.12,0
15672594,Stevenson,Female,60,France,597,0,131778.08,1,0,0,10703.53,1
15681115,Iroawuchi,Male,39,Spain,787,10,108935.39,1,1,1,101168.3,0
15622897,Sharpe,Female,46,France,646,4,0.0,3,1,0,93251.42,1
15717225,Ikemefuna,Female,21,France,544,10,161525.96,2,1,0,9262.77,0
15574372,Hoolan,Male,35,France,738,5,161274.05,2,1,0,181429.87,0
15761554,Blackburn,Male,54,France,581,4,89299.81,1,0,0,5558.47,1
15695792,Ch'ien,Male,65,France,673,0,0.0,1,1,1,85733.33,0
15672144,Mao,Female,38,France,667,6,144432.04,1,1,1,73963.17,1
15699830,Doherty,Female,40,France,721,7,0.0,2,1,1,122580.48,0
15595713,Heller,Male,33,Spain,548,6,0.0,1,1,1,31728.35,0
15687903,Okonkwo,Female,29,France,501,8,0.0,2,1,0,112664.24,0
15673877,Murray,Male,39,France,490,1,0.0,3,1,0,171060.01,1
15786042,Willmore,Female,44,Germany,706,2,185932.18,2,1,0,65413.41,0
15766667,Langler,Male,36,Spain,717,2,102989.83,2,0,1,49185.57,0
15760063,Chiedozie,Male,23,Spain,595,7,0.0,2,1,1,168085.97,0
15776433,Greco,Male,62,Spain,730,2,0.0,2,1,1,186489.95,0
15593636,Cardus,Female,39,France,657,4,80293.81,1,1,0,97192.76,0
15612594,Ifeanacho,Male,25,Spain,599,3,0.0,2,1,1,120790.02,0
15761024,Long,Female,33,France,619,2,167733.51,2,1,1,65222.48,0
15584897,Kuo,Female,31,France,639,3,98360.03,1,0,0,20973.8,0
15781451,Buccho,Male,42,France,504,3,134936.97,2,0,0,135178.91,0
15667046,Tseng,Male,38,Spain,694,7,121527.4,1,1,0,113481.02,0
15617136,Mazzanti,Female,38,Germany,451,9,61482.47,1,1,1,167538.66,0
15601274,Hsieh,Female,40,Spain,667,1,146502.07,1,1,0,19162.89,0
15776844,Hao,Female,19,Spain,762,6,0.0,2,1,0,55500.17,0
15767818,Graham,Male,55,France,640,10,132436.34,1,1,0,978.66,0
15579040,Hs?,Female,46,France,556,10,0.0,2,0,0,109184.24,0
15780124,Blair,Male,74,France,841,9,108131.53,1,0,1,60830.38,0
15751455,Boyle,Female,48,France,469,5,0.0,1,1,0,160529.71,1
15750837,Landseer,Male,41,Germany,579,0,141749.68,1,0,1,9201.53,0
15703563,P'eng,Male,40,France,774,9,93017.47,2,1,0,191608.97,0
15721024,Wickens,Male,26,France,642,0,0.0,1,0,0,47472.68,0
15727177,Manfrin,Male,42,France,557,6,177822.03,1,1,0,150944.31,1
15767358,Obioma,Female,45,Germany,711,1,97486.15,2,1,0,50610.62,0
15622171,Nnamdi,Male,30,France,642,8,80964.57,2,1,0,174738.2,0
15593715,Castiglione,Male,27,Germany,634,3,107027.52,1,1,0,173425.68,0
15752463,Samuel,Female,29,Spain,826,4,129938.07,1,0,1,190200.53,0
15567114,McGarry,Male,35,France,430,1,118894.22,1,0,0,2923.61,0
15783816,Lori,Female,28,France,733,5,0.0,2,0,0,12761.16,0
15620746,Lorenzo,Male,42,France,632,4,126115.6,1,1,0,100998.5,0
15577078,Zakharov,Male,38,Spain,539,6,0.0,1,1,1,152880.07,1
15774151,Iadanza,Female,41,Spain,614,7,179915.85,1,0,0,14666.35,1
15739576,Bustard,Male,20,Spain,706,8,0.0,2,1,1,12368.11,0
15627830,Nikitina,Female,30,Germany,640,5,32197.64,1,0,1,141446.01,0
15763662,Longo,Male,43,Germany,711,2,39043.29,2,1,1,175423.69,0
15737408,L?,Female,41,France,703,6,109941.51,1,1,0,116267.28,0
15727811,Ts'ui,Female,47,Germany,661,0,109493.62,1,0,0,188324.01,1
15657830,Andrews,Male,43,France,663,4,87624.03,2,1,0,149401.33,0
15673820,Woodward,Male,33,France,568,7,0.0,2,1,0,143450.61,0
15801920,Christian,Male,39,Germany,727,5,80615.46,2,0,0,180962.32,0
15727819,Hartley,Female,34,Spain,677,10,171671.9,1,1,1,50777.77,0
15661745,Browne,Male,36,France,557,3,0.0,1,0,1,144078.02,0
15768682,Amies,Male,39,Spain,640,3,0.0,1,1,1,105997.25,0
15738954,Pisano,Male,35,France,551,7,129717.3,2,0,0,86937.2,0
15674541,Robinson,Male,52,Spain,575,8,123925.23,1,0,0,111342.66,1
15707962,Gunson,Male,40,France,606,6,119501.88,2,1,0,46774.94,0
15657468,Simmons,Female,53,Germany,711,5,123805.03,1,1,0,102428.51,0
15782159,Ndubuagha,Male,28,France,850,8,67639.56,2,1,1,194245.29,0
15600583,Garner,Male,31,France,633,1,0.0,1,1,0,48606.71,0
15713532,Wang,Female,29,Germany,646,4,105957.44,1,1,0,15470.91,0
15686463,Fu,Male,38,France,626,7,141074.59,1,1,0,52795.56,1
15722533,Logue,Female,40,France,716,3,0.0,2,0,1,167636.15,0
15671293,Marcus,Female,37,Germany,779,2,128389.63,1,1,1,6589.16,1
15676937,Nicholls,Female,32,Spain,635,8,0.0,2,1,1,19367.98,1
15689671,Packham,Male,27,Spain,775,4,0.0,1,1,1,40807.26,0
15608406,Schmidt,Male,26,France,678,5,111128.04,1,1,0,60941.27,1
15669887,Lambert,Female,51,France,839,3,0.0,1,1,1,69101.23,1
15775294,Weber,Female,31,France,692,2,0.0,2,1,0,91829.17,1
15712903,Diaz,Female,21,France,499,3,176511.08,1,1,1,153920.22,0
15585599,Stone,Female,34,France,530,8,0.0,2,0,1,141872.52,0
15619801,Batty,Female,33,France,548,1,80107.83,2,0,1,82245.67,0
15691625,Ko,Female,41,Germany,537,3,138306.34,1,1,0,106761.47,0
15652782,Chibuzo,Male,48,Germany,678,2,101099.9,2,0,1,193476.04,0
15727605,Shih,Male,43,Germany,533,4,80442.06,2,0,1,12537.42,0
15699598,Smith,Female,20,France,723,4,0.0,2,1,1,140385.33,0
15798341,Victor,Male,38,France,544,8,0.0,1,1,1,98208.62,0
15729246,Hardacre,Male,31,Spain,847,5,0.0,2,1,1,76326.67,0
15615050,Savage,Male,47,Germany,575,9,107915.94,2,1,1,63452.18,1
15815236,Chiganu,Male,34,Spain,574,5,0.0,2,0,0,28269.86,0
15763055,Onuchukwu,Male,31,Spain,572,5,98108.79,1,0,1,119996.95,0
15695129,Milanesi,Female,31,France,718,1,152663.77,1,0,1,17128.64,0
15754820,Bergamaschi,Male,35,Germany,637,8,147127.81,2,1,1,84760.7,0
15566495,Hanson,Female,24,Spain,704,2,0.0,1,1,0,35600.25,1
15752375,Ojiofor,Male,33,Germany,645,8,149564.61,1,0,0,149913.84,0
15615753,Upchurch,Female,35,Germany,597,8,131101.04,1,1,1,192852.67,0
15676353,Etheridge,Male,35,France,598,8,114212.6,1,1,1,74322.85,0
15768476,Chukwubuikem,Male,31,Spain,703,6,0.0,2,1,1,67667.19,0
15630920,Du Cane,Male,34,France,724,2,154485.74,2,0,0,78560.64,0
15712960,Olisanugo,Male,37,Spain,613,3,171653.17,1,0,1,5353.12,0
15623277,Ross,Female,30,France,696,8,0.0,2,1,1,196134.44,0
15665158,Chukwuemeka,Male,27,Spain,813,1,137275.36,1,0,1,115733.16,0
15814022,Lassetter,Female,26,France,714,9,89928.99,1,1,0,46203.31,0
15771535,Tsui,Female,37,Spain,794,9,0.0,2,1,0,68008.85,0
15738516,Kozlova,Female,36,Spain,687,5,0.0,1,1,0,17696.22,0
15809087,Landry,Male,64,France,598,1,0.0,2,1,0,195635.3,1
15763806,Astorga,Male,41,France,773,4,0.0,2,1,1,24924.92,0
15595039,Manna,Female,37,Germany,545,8,114754.08,1,1,0,136050.44,1
15651802,Day,Female,39,Spain,632,5,97854.37,2,1,0,93536.38,0
15642824,Onyekaozulu,Female,56,Spain,826,8,174506.1,2,0,1,161802.82,1
15621550,Hung,Female,50,Spain,535,1,140292.58,3,0,0,69531.22,1
15667871,Kerr,Male,35,Spain,572,4,152390.26,1,1,0,128123.66,0
15569917,Obijiaku,Male,30,Spain,706,6,87609.68,2,0,0,137674.55,1
15743051,Hamilton,Male,30,France,694,10,144684.03,1,1,1,31805.49,0
15714610,Alexeeva,Male,30,Spain,575,2,0.0,2,1,1,82222.86,0
15658052,Cameron,Female,44,France,626,10,81553.93,1,1,0,20063.63,1
15595136,Kryukov,Female,37,France,645,1,0.0,2,1,1,68987.55,0
15682955,Capon,Female,32,France,758,2,84378.9,1,1,1,75396.43,0
15742285,Andersen,Male,62,France,559,6,118756.62,1,1,1,20367.68,0
15614365,Lombardi,Male,31,Germany,696,3,150604.52,1,0,0,5566.6,0
15651022,Yost,Male,44,Germany,480,10,129608.57,1,1,0,5472.7,1
15786717,He,Male,36,France,567,1,0.0,2,0,0,8555.73,0
15586523,Paten,Female,29,Germany,720,7,106230.92,1,1,1,69903.93,1
15668248,Quinn,Female,62,Germany,528,7,133201.17,1,0,0,168507.68,1
15773469,Clark,Female,27,Germany,687,9,152328.88,2,0,0,126494.82,0
15808930,Mai,Female,37,France,531,1,0.0,1,1,0,4606.97,0
15702430,Ignatyeva,Female,35,France,548,10,0.0,1,1,1,31299.71,0
15750547,Bair,Male,26,France,738,9,0.0,2,1,1,48644.94,0
15711991,Chiawuotu,Male,30,France,615,8,0.0,2,0,0,3183.15,0
15615177,Ebelegbulam,Male,28,Spain,561,6,123692.0,1,1,1,70548.96,0
15589754,Malloy,Male,45,Germany,652,2,151421.44,1,0,1,115333.43,0
15611759,Simmons,Female,57,Spain,850,8,126776.3,2,1,1,132298.49,0
15603741,MacDonnell,Male,40,Spain,719,4,128389.12,1,1,1,176091.31,0
15726088,Vinogradova,Male,40,France,476,6,0.0,1,1,1,22735.45,0
15605264,Walker,Male,47,Germany,669,0,63723.78,2,1,1,181928.25,0
15697028,McClinton,Male,34,Spain,590,0,65812.35,2,0,1,160346.3,0
15676094,Osonduagwuike,Female,34,France,500,6,0.0,1,1,1,140268.45,0
15793046,Holden,Female,35,France,619,4,90413.12,1,1,1,20555.21,0
15616221,Wilson,Female,29,France,497,4,85646.81,1,0,0,63233.02,1
15743456,Birnie,Female,32,France,715,10,0.0,2,1,0,60907.49,0
15692416,Aikenhead,Female,52,Spain,358,8,143542.36,3,1,0,141959.11,1
15577313,Lionel,Male,44,France,619,3,116967.68,1,1,0,5075.17,1
15689786,Massie,Male,56,Germany,850,1,169743.83,1,0,0,155850.4,1
15708710,Ford,Female,37,Spain,525,0,0.0,1,0,1,131521.72,0
15665784,She,Male,27,France,637,9,128940.24,1,1,0,46786.92,0
15653404,Aliyev,Female,24,Spain,684,9,79263.9,1,0,1,196574.48,0
15687558,Mault,Female,31,Germany,640,10,118613.34,1,1,0,168469.65,0
15688409,Donaldson,Female,28,France,742,2,191864.51,1,1,0,108457.99,1
15708212,Lin,Female,54,Spain,648,7,118241.02,1,1,0,172586.89,1
15713774,Chikwendu,Female,46,Spain,644,6,12459.19,1,0,0,156787.34,1
15751022,Bowhay,Female,37,Germany,777,10,121532.17,2,1,1,73464.88,0
15675360,Valenzuela,Male,33,France,427,8,0.0,1,1,1,13858.95,0
15623063,Taylor,Male,35,Germany,651,8,110067.71,1,1,0,127678.95,1
15798470,Scannell,Female,48,Spain,764,1,75990.97,1,1,0,158323.81,1
15684011,Miller,Male,29,Germany,576,7,130575.26,1,0,1,173629.78,0
15636238,Graham,Male,40,France,611,1,0.0,2,1,1,102547.56,0
15729224,Jennings,Female,37,France,710,5,0.0,2,1,0,115403.31,0
15705663,Milano,Female,39,Germany,700,5,144550.83,2,1,1,189664.43,0
15750769,Padovano,Male,35,France,725,7,75915.75,1,1,0,150507.43,0
15589147,Frolov,Male,61,Spain,580,8,125921.37,1,1,1,94677.83,0
15591286,Simmons,Female,49,Germany,731,4,88826.07,1,1,1,33759.41,1
15641835,Anderson,Male,72,France,683,3,140997.26,1,0,1,52876.41,0
15708265,Chibugo,Female,24,Spain,581,10,159203.71,1,1,1,102517.83,1
15665811,Parry,Male,33,France,644,9,141234.98,1,1,0,95673.05,0
15575679,Lori,Male,24,France,590,7,126431.54,1,1,0,58781.11,0
15670587,Yang,Male,25,Germany,558,10,111363.1,2,1,0,197264.35,0
15737627,Rivero,Female,20,Germany,589,2,121093.29,2,1,0,3529.72,0
15572050,Yefimov,Male,48,Germany,768,3,122831.58,1,1,1,24533.89,1
15806929,Ch'ien,Male,36,Germany,751,5,73194.99,1,1,1,89222.66,0
15814923,Sullivan,Male,38,Spain,606,7,128578.52,1,1,1,193878.51,0
15611430,Abramowitz,Male,54,France,690,5,0.0,1,1,0,12847.61,1
15701301,Murphy,Female,42,France,646,3,175159.9,2,0,0,67124.48,1
15762927,Sung,Female,36,Germany,674,6,100762.64,1,1,0,182156.86,0
15785975,Mason,Female,60,Spain,525,7,0.0,2,0,1,168034.9,0
15739248,Lin,Male,52,France,727,4,0.0,2,1,1,118429.02,0
15648272,Medvedeva,Male,35,Spain,658,9,71829.34,1,1,1,68141.92,0
15565879,Riley,Female,28,France,845,9,0.0,2,1,1,56185.98,0
15778304,Fan,Male,24,Germany,646,0,92398.08,1,1,1,18897.29,0
15693205,Peng,Female,41,Germany,691,8,109153.96,3,1,1,148848.76,1
15787470,Parkinson,Male,47,Spain,553,3,116528.15,1,0,0,145704.19,1
15737404,Kesteven,Male,31,France,731,1,132512.26,1,1,1,185466.85,0
15718507,Su,Male,37,Germany,647,3,116509.99,1,1,1,149517.71,1
15645095,Huang,Female,28,France,674,3,0.0,1,1,0,51536.99,0
15668774,Chiemenam,Female,23,Germany,758,5,122739.1,1,1,0,102460.84,1
15683157,Waring,Male,26,France,613,4,100446.57,1,0,1,149653.81,0
15676958,Zito,Male,34,Germany,765,5,86055.17,2,1,1,104220.5,0
15805162,Sutherland,Male,25,France,550,0,0.0,2,1,1,184221.11,0
15588517,Sun,Male,38,France,717,7,0.0,2,1,1,158580.05,0
15727198,Teng,Female,28,Germany,689,2,64808.32,2,0,0,78591.15,0
15614923,Nielson,Male,41,Spain,630,7,107511.52,1,0,1,46156.87,0
15728912,Swanson,Female,44,France,554,6,92436.86,1,1,0,126033.9,0
15659557,Artamonova,Female,28,Germany,811,4,167738.82,2,1,1,9903.42,0
15712068,Wan,Male,45,Spain,592,8,84692.5,1,0,1,67214.02,0
15758451,Azuka,Male,37,Germany,765,7,102708.77,1,1,0,9087.81,0
15592765,Marks,Male,40,France,637,8,125470.81,1,1,1,174536.17,0
15659710,Lascelles,Male,25,France,581,5,77886.53,2,1,0,150319.49,0
15639004,Chiemezie,Male,72,France,668,2,0.0,2,1,1,70783.61,0
15610002,Chidubem,Male,41,Spain,802,5,0.0,2,1,1,134626.3,0
15570086,Lynch,Male,18,Germany,684,9,90544.0,1,0,1,4777.23,0
15756472,Odinakachukwu,Male,25,France,804,7,108396.67,1,1,0,128276.95,0
15761706,Y?an,Female,39,Spain,705,8,144102.32,1,1,1,11682.36,0
15661290,Hightower,Female,38,Germany,785,9,107199.75,1,0,0,146398.51,0
15641655,Black,Female,26,France,700,2,0.0,2,0,0,50051.42,0
15801125,Kegley,Female,32,France,627,1,0.0,1,1,0,106851.7,0
15590730,Hunt,Male,34,Spain,745,9,0.0,2,1,0,50046.25,0
15605375,Tseng,Male,35,France,651,2,86911.8,1,1,0,174094.24,0
15686812,Jones,Female,44,Spain,692,8,0.0,1,0,1,159069.37,0
15772423,Liao,Male,54,Germany,739,8,126418.14,1,1,0,134420.75,1
15787835,Simpson,Female,38,Germany,775,4,125212.65,2,1,1,15795.88,1
15718944,Artemiev,Female,37,France,573,6,0.0,2,1,0,193995.37,0
15762793,Jones,Female,36,Germany,850,0,136980.23,2,1,1,99019.65,0
15807525,Bailey,Male,43,France,447,2,0.0,2,1,0,33879.26,1
15633666,Efremov,Female,33,Spain,701,7,123870.07,1,1,0,97794.71,0
15688876,Wan,Male,39,Spain,685,9,0.0,2,1,1,18826.06,0
15664759,Lamb,Male,32,Spain,675,10,0.0,2,1,0,191545.65,0
15757588,Wright,Male,30,France,526,9,0.0,2,0,0,100995.68,0
15721116,Napolitano,Male,24,Spain,597,0,108058.07,2,1,1,187826.11,0
15800773,Ikenna,Female,28,Spain,648,9,102282.61,1,1,1,157891.11,0
15803685,Greco,Female,77,Germany,673,10,76510.52,2,0,1,59595.66,0
15786418,Chiu,Female,20,France,546,6,0.0,1,0,1,20508.85,0
15782993,Pan,Male,51,France,624,10,123401.43,2,1,1,127825.25,0
15797389,Hsia,Male,23,Spain,604,9,124577.33,1,1,1,7267.25,0
15767264,Lawson,Male,53,Germany,465,1,117438.17,1,0,0,74898.8,1
15592197,Simmons,Male,30,Spain,522,3,0.0,2,1,0,145490.85,0
15684925,Vicars,Female,43,France,850,3,0.0,2,0,0,2465.8,0
15695492,P'eng,Female,29,France,439,6,156569.43,1,1,0,180598.66,0
15765311,Zhirov,Male,34,Spain,642,8,0.0,1,1,0,72085.1,0
15794479,Becker,Male,77,Spain,767,8,149083.7,1,1,1,190146.83,0
15637476,Alexandrova,Female,57,Germany,683,5,162448.69,1,0,0,9221.78,1
15772777,Onyemachukwu,Female,29,Spain,850,10,0.0,2,1,1,94815.04,0
15651943,Richards,Female,65,Spain,580,1,0.0,2,0,1,103182.46,0
15648681,Voronoff,Female,47,France,747,5,139914.6,4,0,1,129964.56,1
15633877,Morrison,Female,42,Spain,706,8,95386.82,1,1,1,75732.25,0
15744942,Steele,Female,55,Spain,638,2,155828.22,1,0,1,108987.25,1
15758750,Iweobiegbunam,Male,31,France,564,0,110527.17,1,1,1,87060.77,0
15662751,Piazza,Female,40,Germany,655,0,81954.6,1,1,1,198798.44,1
15771222,Oguejiofor,Female,42,France,779,5,0.0,2,0,0,25951.91,0
15807546,Chinwendu,Female,38,France,837,2,0.0,2,1,1,46395.21,0
15649457,Macleod,Male,41,Germany,588,2,131341.46,2,0,1,7034.94,0
15600173,Manna,Female,33,France,595,9,0.0,2,1,1,41447.86,0
15570360,Wan,Female,35,France,641,4,0.0,2,0,0,125986.18,0
15714750,Northey,Female,42,France,690,3,92578.14,2,0,0,70810.6,0
15647546,Carvosso,Female,40,Germany,688,8,150679.71,2,0,1,196226.38,0
15645355,Macleod,Male,34,Germany,677,3,126729.41,1,1,1,26106.39,1
15575510,Milanesi,Female,32,France,659,2,155584.21,1,0,1,153662.88,0
15790442,Wright,Male,33,Spain,631,2,0.0,2,1,1,158268.84,0
15779247,Pai,Female,24,Spain,683,8,98567.1,1,1,0,187987.01,0
15606003,Abramowitz,Female,21,France,566,3,0.0,2,1,1,3626.47,0
15704053,T'ang,Male,62,Spain,710,3,131078.42,2,1,0,119348.76,1
15577274,Genovese,Female,43,Germany,549,3,134985.66,1,1,0,6101.41,0
15610403,Anderson,Male,43,France,659,1,106086.42,2,1,0,26900.63,0
15663830,De Luca,Male,32,Spain,563,6,0.0,2,1,1,19720.08,0
15681174,Zuev,Male,39,France,730,1,116537.6,1,0,0,145679.6,0
15707918,Bentley,Female,36,Germany,741,0,127675.39,2,1,0,74260.16,0
15774127,Potter,Male,46,France,518,3,0.0,2,1,0,76515.79,0
15806467,Boyle,Male,40,Germany,568,1,99282.63,1,0,0,134600.94,1
15737647,Obioma,Female,77,Germany,775,6,135120.56,1,1,0,37836.64,0
15660866,Chimaobim,Female,29,France,640,3,0.0,2,1,0,2743.69,0
15737909,Bates,Male,44,France,759,2,111095.58,2,1,0,100137.7,0
15579714,Pan,Female,29,France,542,7,0.0,2,0,1,196651.72,0
15606554,Douglas,Male,29,France,797,1,0.0,1,0,1,149991.32,0
15611682,Rossi,Male,37,Spain,590,6,169902.92,1,1,1,128256.18,0
15593331,Sidorov,Male,25,Germany,693,6,146580.69,1,0,1,14633.35,0
15725660,Dellucci,Male,20,France,676,1,80569.73,1,0,0,68621.98,0
15782475,Edith,Female,42,France,700,8,0.0,2,1,1,105305.72,0
15781975,Rees,Male,34,France,708,3,0.0,1,0,1,121457.88,1
15651664,Wilder,Female,61,France,615,1,104267.7,1,1,0,62845.64,1
15668504,Lucchesi,Male,36,France,770,2,89800.14,1,1,1,105922.69,0
15771702,Roberts,Female,35,France,567,5,166118.45,2,1,0,127827.18,0
15595135,Solomon,Female,29,Germany,778,7,123229.46,1,1,0,181221.09,0
15761600,White,Male,43,France,713,5,86394.14,1,1,1,130001.13,0
15715709,Shih,Male,43,Germany,696,4,114091.38,1,0,1,159888.1,0
15661528,Ashbolt,Male,47,Spain,583,5,102562.23,1,1,0,92708.1,0
15694518,Kodilinyechukwu,Female,36,Spain,624,0,0.0,2,1,0,111605.9,0
15596713,Christie,Male,37,France,786,7,165896.22,2,1,1,66977.68,0
15728352,Yermakov,Male,27,France,623,4,120509.81,1,0,0,142170.44,0
15739931,Yuan,Male,34,France,523,2,161588.89,1,1,1,51358.66,0
15686670,Duke,Female,36,France,588,2,0.0,2,1,0,92536.0,1
15722845,Meldrum,Male,29,Spain,665,1,182781.74,2,1,1,63732.9,0
15683403,Lombardi,Male,52,Spain,611,7,0.0,1,0,1,73585.18,1
15734524,Wang,Male,51,France,653,3,0.0,1,1,0,170426.65,1
15660475,Ndubueze,Female,54,France,411,9,0.0,1,0,1,76621.49,0
15584899,Siciliani,Female,35,France,617,5,0.0,2,0,1,13066.3,0
15814465,Ch'in,Male,24,France,612,1,182705.05,1,1,1,171837.06,0
15628893,Power,Male,29,France,681,8,0.0,1,1,0,66367.33,0
15805212,Black,Female,67,France,806,1,0.0,2,0,1,103945.58,0
15642579,Chang,Female,37,Spain,731,1,128932.4,1,1,1,180712.52,0
15617331,Sergeyeva,Female,39,Germany,637,3,109698.41,1,1,1,88391.29,1
15659807,Nwachinemelu,Male,41,Spain,657,8,109402.13,1,1,1,66463.62,0
15701768,Tung,Male,32,France,637,3,0.0,2,1,1,197827.06,0
15738672,Paterson,Female,40,Germany,737,2,162485.8,2,1,0,149381.32,0
15778897,Cartwright,Female,28,France,630,1,0.0,2,1,1,133267.78,0
15684960,Yewen,Female,46,France,559,5,0.0,1,1,0,21006.1,1
15576745,Fyodorov,Male,48,France,769,2,96542.16,2,0,1,197885.72,0
15794159,Highett,Female,26,France,633,8,124281.84,1,1,1,60116.57,0
15733964,Russo,Female,53,Spain,606,1,109330.06,1,1,1,75860.01,0
15814209,Capon,Male,31,France,814,1,118870.92,1,1,0,101704.19,0
15736760,Douglas,Female,42,Spain,538,9,0.0,1,0,0,152855.96,0
15640407,Chidiegwu,Male,45,Germany,821,0,135827.33,2,1,1,131778.58,0
15780411,Norris,Female,46,France,570,3,0.0,2,0,0,820.46,0
15684296,Artyomova,Male,34,France,714,5,141173.03,1,0,1,98896.06,0
15617434,Yen,Male,38,Spain,655,9,0.0,1,0,1,90490.33,0
15714006,Gardener,Female,35,France,482,2,133111.73,1,0,1,79957.95,0
15764841,Vidler,Female,35,France,623,0,130557.24,1,1,1,47880.71,0
15728480,Iloerika,Female,35,France,452,8,0.0,2,1,1,149614.81,0
15760873,Lombardo,Male,50,France,594,7,81310.34,1,1,1,183868.01,0
15594928,Pagnotto,Female,38,Germany,798,4,129055.13,1,1,0,157147.59,0
